Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas1451     Pavarde1451    4     	7     	1     	9     	6     	9     	7     	9     	8     	8     	3     	6     	4     	7     	4     	4     	
Vardas1452     Pavarde1452    10    	10    	7     	6     	1     	9     	8     	1     	7     	3     	3     	6     	4     	3     	1     	8     	
Vardas1453     Pavarde1453    4     	5     	10    	9     	1     	8     	1     	3     	3     	10    	4     	3     	4     	1     	9     	5     	
Vardas1454     Pavarde1454    5     	2     	10    	10    	1     	3     	10    	7     	8     	8     	5     	10    	4     	9     	7     	7     	
Vardas1455     Pavarde1455    6     	1     	8     	8     	9     	6     	4     	8     	5     	5     	5     	1     	7     	3     	10    	1     	
Vardas1456     Pavarde1456    6     	10    	1     	3     	2     	6     	5     	2     	2     	7     	2     	4     	3     	9     	8     	2     	
Vardas1457     Pavarde1457    2     	2     	7     	2     	3     	5     	8     	3     	3     	9     	5     	10    	10    	7     	5     	1     	
Vardas1458     Pavarde1458    2     	5     	3     	4     	8     	10    	4     	3     	1     	1     	10    	10    	7     	6     	9     	6     	
Vardas1459     Pavarde1459    6     	7     	9     	8     	6     	8     	2     	2     	2     	1     	4     	4     	4     	10    	3     	7     	
Vardas1460     Pavarde1460    2     	10    	10    	2     	7     	9     	6     	10    	9     	3     	1     	1     	3     	7     	5     	10    	
Vardas1461     Pavarde1461    6     	5     	3     	8     	8     	3     	9     	8     	3     	8     	6     	7     	8     	10    	5     	5     	
Vardas1462     Pavarde1462    6     	8     	9     	5     	1     	4     	9     	1     	1     	10    	5     	9     	7     	6     	6     	1     	
Vardas1463     Pavarde1463    3     	3     	2     	5     	9     	1     	3     	3     	10    	10    	2     	5     	1     	1     	3     	6     	
Vardas1464     Pavarde1464    5     	1     	2     	9     	8     	3     	6     	3     	7     	6     	3     	5     	4     	3     	10    	9     	
Vardas1465     Pavarde1465    8     	9     	3     	1     	9     	4     	6     	7     	6     	7     	10    	1     	7     	5     	9     	6     	
Vardas1466     Pavarde1466    9     	8     	3     	6     	9     	2     	9     	10    	2     	1     	1     	4     	3     	9     	7     	2     	
Vardas1467     Pavarde1467    4     	2     	1     	1     	7     	1     	1     	10    	2     	9     	2     	5     	1     	4     	6     	1     	
Vardas1468     Pavarde1468    10    	5     	5     	1     	6     	1     	4     	5     	6     	3     	1     	2     	1     	9     	10    	5     	
Vardas1469     Pavarde1469    7     	5     	10    	9     	4     	10    	6     	1     	8     	5     	1     	9     	1     	8     	5     	1     	
Vardas1470     Pavarde1470    7     	9     	7     	1     	6     	10    	7     	8     	1     	8     	3     	5     	7     	10    	5     	2     	
Vardas1471     Pavarde1471    5     	7     	3     	10    	8     	3     	10    	3     	6     	6     	9     	7     	6     	2     	10    	4     	
Vardas1472     Pavarde1472    4     	1     	10    	7     	2     	5     	1     	5     	4     	1     	1     	1     	3     	4     	9     	10    	
Vardas1473     Pavarde1473    2     	8     	9     	3     	10    	6     	10    	4     	4     	4     	10    	5     	2     	8     	10    	6     	
Vardas1474     Pavarde1474    8     	7     	5     	5     	3     	10    	1     	6     	9     	8     	7     	4     	1     	8     	10    	8     	
Vardas1475     Pavarde1475    10    	7     	6     	6     	1     	4     	9     	5     	9     	6     	9     	3     	6     	8     	8     	8     	
Vardas1476     Pavarde1476    10    	6     	3     	4     	7     	9     	10    	9     	8     	2     	4     	2     	6     	9     	2     	6     	
Vardas1477     Pavarde1477    2     	1     	8     	9     	5     	3     	3     	9     	9     	2     	3     	6     	9     	4     	6     	7     	
Vardas1478     Pavarde1478    5     	1     	6     	1     	7     	6     	7     	8     	5     	9     	7     	2     	3     	4     	9     	1     	
Vardas1479     Pavarde1479    4     	2     	5     	8     	4     	10    	2     	9     	4     	9     	2     	9     	6     	2     	5     	8     	
Vardas1480     Pavarde1480    3     	2     	6     	5     	7     	3     	4     	10    	9     	8     	8     	3     	6     	9     	8     	4     	
Vardas1481     Pavarde1481    7     	4     	8     	10    	4     	8     	6     	6     	6     	5     	1     	7     	10    	7     	7     	2     	
Vardas1482     Pavarde1482    5     	10    	1     	1     	4     	1     	9     	8     	1     	3     	3     	1     	10    	4     	7     	4     	
Vardas1483     Pavarde1483    3     	9     	9     	6     	9     	8     	4     	1     	1     	5     	7     	2     	5     	5     	5     	3     	
Vardas1484     Pavarde1484    10    	3     	3     	8     	6     	6     	10    	9     	7     	10    	7     	2     	2     	6     	4     	1     	
Vardas1485     Pavarde1485    8     	4     	8     	2     	2     	9     	4     	7     	1     	3     	9     	7     	7     	7     	10    	6     	
Vardas1486     Pavarde1486    8     	4     	10    	8     	8     	6     	3     	6     	8     	9     	5     	1     	2     	5     	3     	4     	
Vardas1487     Pavarde1487    10    	6     	4     	9     	10    	10    	7     	3     	4     	9     	1     	4     	5     	10    	2     	4     	
Vardas1488     Pavarde1488    3     	9     	5     	6     	5     	2     	10    	4     	5     	7     	8     	3     	10    	5     	2     	3     	
Vardas1489     Pavarde1489    1     	6     	7     	2     	10    	2     	10    	3     	5     	10    	8     	9     	8     	1     	8     	7     	
Vardas1490     Pavarde1490    4     	1     	9     	5     	10    	1     	6     	5     	4     	7     	1     	2     	6     	2     	3     	2     	
Vardas1491     Pavarde1491    6     	2     	1     	5     	2     	9     	6     	8     	9     	8     	10    	3     	4     	9     	5     	9     	
Vardas1492     Pavarde1492    9     	2     	10    	4     	8     	9     	8     	5     	4     	1     	1     	5     	5     	5     	7     	6     	
Vardas1493     Pavarde1493    7     	8     	7     	8     	8     	6     	2     	2     	4     	10    	6     	2     	8     	9     	8     	5     	
Vardas1494     Pavarde1494    2     	3     	1     	3     	8     	2     	1     	6     	4     	1     	7     	6     	8     	5     	8     	5     	
Vardas1495     Pavarde1495    10    	4     	4     	4     	10    	5     	1     	10    	8     	2     	4     	5     	4     	10    	2     	1     	
Vardas1496     Pavarde1496    6     	9     	4     	2     	7     	10    	1     	2     	6     	1     	4     	6     	2     	4     	6     	4     	
Vardas1497     Pavarde1497    6     	9     	10    	2     	1     	4     	9     	9     	10    	1     	7     	8     	6     	3     	2     	8     	
Vardas1498     Pavarde1498    3     	6     	4     	1     	3     	1     	2     	9     	10    	9     	7     	2     	5     	4     	7     	9     	
Vardas1499     Pavarde1499    5     	3     	1     	10    	2     	2     	7     	7     	1     	5     	4     	2     	5     	3     	6     	10    	
Vardas1500     Pavarde1500    9     	1     	5     	1     	1     	5     	4     	3     	5     	2     	8     	1     	8     	7     	2     	2     	
Vardas1501     Pavarde1501    4     	1     	7     	7     	5     	6     	4     	1     	7     	2     	5     	10    	4     	10    	9     	4     	
Vardas1502     Pavarde1502    7     	10    	8     	7     	9     	10    	10    	4     	4     	9     	10    	9     	4     	4     	10    	10    	
Vardas1503     Pavarde1503    1     	3     	6     	4     	5     	8     	8     	5     	10    	3     	8     	9     	4     	10    	1     	1     	
Vardas1504     Pavarde1504    1     	10    	3     	8     	1     	6     	2     	5     	1     	8     	3     	2     	7     	2     	1     	10    	
Vardas1505     Pavarde1505    2     	1     	10    	1     	1     	1     	10    	2     	4     	6     	4     	4     	4     	7     	3     	2     	
Vardas1506     Pavarde1506    1     	4     	5     	7     	3     	9     	6     	10    	6     	6     	2     	8     	4     	3     	9     	5     	
Vardas1507     Pavarde1507    5     	2     	3     	8     	6     	5     	7     	7     	1     	10    	4     	3     	2     	8     	2     	3     	
Vardas1508     Pavarde1508    1     	9     	10    	10    	1     	8     	10    	1     	6     	3     	6     	5     	7     	2     	9     	8     	
Vardas1509     Pavarde1509    7     	2     	3     	5     	7     	1     	2     	4     	3     	2     	9     	9     	5     	10    	5     	3     	
Vardas1510     Pavarde1510    10    	1     	6     	6     	2     	9     	5     	10    	3     	3     	5     	8     	7     	10    	1     	6     	
Vardas1511     Pavarde1511    8     	2     	8     	1     	8     	5     	5     	3     	4     	4     	9     	7     	2     	5     	6     	9     	
Vardas1512     Pavarde1512    7     	4     	7     	2     	5     	1     	4     	5     	10    	9     	4     	9     	9     	3     	4     	8     	
Vardas1513     Pavarde1513    4     	4     	5     	8     	6     	7     	8     	1     	7     	6     	10    	9     	10    	4     	3     	1     	
Vardas1514     Pavarde1514    4     	1     	9     	8     	1     	2     	3     	1     	3     	3     	9     	9     	3     	2     	7     	7     	
Vardas1515     Pavarde1515    7     	3     	7     	8     	6     	9     	2     	4     	7     	8     	2     	9     	6     	5     	9     	5     	
Vardas1516     Pavarde1516    5     	3     	9     	4     	5     	7     	4     	2     	3     	10    	10    	6     	7     	5     	2     	3     	
Vardas1517     Pavarde1517    6     	3     	10    	4     	3     	6     	10    	3     	9     	2     	9     	1     	5     	1     	10    	2     	
Vardas1518     Pavarde1518    1     	9     	6     	8     	4     	5     	2     	3     	2     	7     	2     	3     	6     	5     	3     	2     	
Vardas1519     Pavarde1519    6     	7     	10    	6     	10    	2     	8     	2     	9     	4     	3     	5     	1     	8     	2     	4     	
Vardas1520     Pavarde1520    3     	2     	9     	6     	6     	3     	7     	4     	9     	9     	10    	2     	7     	5     	9     	3     	
Vardas1521     Pavarde1521    1     	6     	3     	2     	8     	4     	9     	8     	7     	2     	9     	3     	4     	9     	9     	6     	
Vardas1522     Pavarde1522    10    	10    	9     	4     	3     	7     	2     	8     	4     	7     	9     	2     	10    	4     	6     	2     	
Vardas1523     Pavarde1523    3     	2     	3     	4     	6     	10    	3     	2     	10    	6     	1     	3     	6     	9     	10    	7     	
Vardas1524     Pavarde1524    3     	7     	8     	2     	9     	5     	5     	8     	4     	9     	6     	5     	8     	5     	9     	4     	
Vardas1525     Pavarde1525    5     	9     	5     	10    	7     	5     	3     	4     	1     	1     	4     	5     	1     	3     	7     	7     	
Vardas1526     Pavarde1526    7     	8     	1     	2     	9     	3     	1     	7     	5     	6     	7     	9     	5     	6     	3     	1     	
Vardas1527     Pavarde1527    8     	5     	8     	8     	7     	3     	7     	1     	4     	1     	2     	4     	2     	8     	9     	3     	
Vardas1528     Pavarde1528    7     	1     	3     	9     	8     	7     	1     	9     	5     	4     	10    	6     	1     	10    	9     	2     	
Vardas1529     Pavarde1529    8     	4     	8     	5     	6     	3     	8     	7     	6     	3     	5     	5     	4     	8     	6     	10    	
Vardas1530     Pavarde1530    9     	2     	9     	4     	7     	3     	5     	5     	7     	4     	3     	8     	3     	8     	7     	10    	
Vardas1531     Pavarde1531    9     	2     	5     	4     	5     	1     	10    	1     	4     	10    	4     	10    	1     	6     	3     	9     	
Vardas1532     Pavarde1532    3     	2     	9     	2     	2     	4     	4     	6     	10    	5     	8     	8     	10    	10    	1     	9     	
Vardas1533     Pavarde1533    8     	9     	4     	10    	1     	5     	7     	6     	2     	7     	2     	10    	7     	3     	7     	3     	
Vardas1534     Pavarde1534    5     	4     	3     	7     	4     	2     	7     	7     	6     	4     	7     	8     	10    	9     	8     	3     	
Vardas1535     Pavarde1535    7     	10    	8     	3     	9     	5     	10    	4     	10    	4     	10    	6     	6     	2     	8     	4     	
Vardas1536     Pavarde1536    8     	1     	5     	2     	3     	2     	9     	6     	8     	9     	10    	8     	8     	2     	10    	3     	
Vardas1537     Pavarde1537    3     	6     	3     	2     	8     	3     	4     	5     	7     	5     	7     	10    	8     	10    	6     	1     	
Vardas1538     Pavarde1538    7     	6     	10    	3     	9     	9     	4     	8     	5     	8     	9     	9     	3     	5     	9     	6     	
Vardas1539     Pavarde1539    7     	1     	6     	3     	9     	3     	1     	4     	3     	5     	7     	5     	1     	10    	6     	7     	
Vardas1540     Pavarde1540    6     	10    	5     	5     	9     	9     	2     	10    	2     	1     	8     	7     	4     	5     	1     	8     	
Vardas1541     Pavarde1541    8     	8     	4     	2     	1     	4     	6     	6     	7     	1     	2     	5     	2     	2     	4     	7     	
Vardas1542     Pavarde1542    7     	9     	4     	4     	1     	9     	4     	7     	1     	6     	7     	8     	2     	6     	3     	1     	
Vardas1543     Pavarde1543    1     	9     	6     	5     	5     	3     	10    	6     	9     	7     	7     	7     	9     	7     	4     	2     	
Vardas1544     Pavarde1544    5     	5     	10    	1     	5     	1     	2     	3     	4     	8     	8     	5     	3     	9     	7     	2     	
Vardas1545     Pavarde1545    4     	9     	4     	7     	3     	7     	2     	3     	5     	7     	10    	3     	10    	1     	10    	10    	
Vardas1546     Pavarde1546    9     	2     	9     	3     	2     	9     	8     	9     	9     	10    	9     	7     	3     	7     	4     	7     	
Vardas1547     Pavarde1547    10    	6     	3     	8     	5     	4     	2     	2     	2     	9     	4     	1     	2     	6     	5     	10    	
Vardas1548     Pavarde1548    10    	6     	7     	10    	8     	9     	9     	4     	4     	3     	10    	7     	7     	10    	2     	7     	
Vardas1549     Pavarde1549    7     	1     	3     	1     	5     	5     	2     	2     	10    	8     	3     	9     	6     	9     	10    	2     	
Vardas1550     Pavarde1550    10    	1     	1     	6     	3     	7     	6     	6     	10    	4     	3     	10    	8     	8     	4     	7     	
Vardas1551     Pavarde1551    5     	5     	5     	9     	3     	3     	10    	2     	6     	9     	10    	1     	5     	6     	8     	9     	
Vardas1552     Pavarde1552    7     	10    	7     	2     	7     	7     	6     	3     	8     	1     	3     	3     	7     	10    	8     	2     	
Vardas1553     Pavarde1553    2     	10    	3     	2     	4     	5     	2     	4     	2     	6     	4     	8     	8     	7     	8     	2     	
Vardas1554     Pavarde1554    2     	10    	7     	9     	7     	5     	7     	9     	2     	3     	1     	10    	5     	8     	9     	1     	
Vardas1555     Pavarde1555    1     	3     	2     	5     	3     	6     	1     	10    	2     	9     	2     	6     	2     	8     	8     	3     	
Vardas1556     Pavarde1556    9     	3     	3     	2     	5     	5     	5     	7     	9     	5     	6     	9     	6     	1     	2     	1     	
Vardas1557     Pavarde1557    5     	8     	8     	1     	3     	8     	9     	8     	7     	2     	7     	6     	10    	3     	10    	4     	
Vardas1558     Pavarde1558    8     	7     	9     	4     	4     	10    	7     	9     	9     	9     	6     	6     	8     	10    	10    	2     	
Vardas1559     Pavarde1559    9     	10    	9     	5     	5     	5     	3     	4     	6     	3     	1     	8     	4     	3     	8     	4     	
Vardas1560     Pavarde1560    3     	3     	5     	1     	10    	10    	6     	3     	2     	10    	2     	7     	5     	5     	1     	7     	
Vardas1561     Pavarde1561    5     	7     	3     	7     	1     	3     	5     	8     	7     	9     	1     	6     	10    	6     	5     	10    	
Vardas1562     Pavarde1562    6     	4     	6     	7     	2     	9     	2     	1     	10    	7     	4     	4     	8     	3     	1     	3     	
Vardas1563     Pavarde1563    7     	7     	4     	4     	8     	7     	1     	6     	7     	6     	6     	8     	3     	6     	10    	3     	
Vardas1564     Pavarde1564    8     	6     	9     	2     	1     	5     	7     	5     	5     	8     	9     	6     	9     	8     	4     	4     	
Vardas1565     Pavarde1565    9     	10    	1     	6     	3     	7     	1     	4     	7     	8     	6     	4     	10    	6     	7     	4     	
Vardas1566     Pavarde1566    4     	10    	2     	4     	2     	7     	7     	7     	9     	3     	5     	9     	6     	2     	4     	5     	
Vardas1567     Pavarde1567    9     	6     	6     	9     	6     	6     	4     	6     	10    	1     	7     	10    	6     	9     	7     	3     	
Vardas1568     Pavarde1568    3     	8     	3     	10    	4     	8     	9     	2     	10    	10    	1     	10    	5     	9     	5     	10    	
Vardas1569     Pavarde1569    4     	10    	9     	1     	2     	8     	1     	6     	3     	3     	8     	3     	10    	8     	8     	2     	
Vardas1570     Pavarde1570    3     	1     	7     	6     	1     	7     	10    	1     	5     	9     	7     	7     	2     	10    	4     	8     	
Vardas1571     Pavarde1571    9     	1     	6     	5     	9     	2     	2     	10    	7     	8     	9     	7     	8     	1     	3     	2     	
Vardas1572     Pavarde1572    10    	8     	5     	5     	5     	7     	10    	8     	5     	4     	6     	1     	6     	10    	10    	10    	
Vardas1573     Pavarde1573    2     	4     	4     	10    	8     	7     	1     	7     	5     	1     	4     	5     	2     	3     	3     	1     	
Vardas1574     Pavarde1574    1     	2     	7     	2     	10    	10    	2     	3     	9     	9     	4     	10    	10    	2     	4     	10    	
Vardas1575     Pavarde1575    6     	5     	1     	7     	8     	9     	10    	10    	4     	10    	1     	10    	3     	2     	8     	1     	
Vardas1576     Pavarde1576    8     	10    	3     	7     	5     	9     	7     	2     	1     	5     	1     	4     	2     	4     	7     	5     	
Vardas1577     Pavarde1577    7     	5     	2     	8     	1     	7     	6     	8     	10    	3     	9     	10    	10    	6     	5     	6     	
Vardas1578     Pavarde1578    3     	7     	5     	1     	4     	8     	7     	4     	2     	8     	8     	8     	8     	8     	2     	1     	
Vardas1579     Pavarde1579    8     	6     	7     	7     	4     	9     	6     	2     	6     	2     	3     	7     	8     	10    	1     	4     	
Vardas1580     Pavarde1580    4     	2     	3     	4     	7     	8     	9     	9     	8     	10    	3     	4     	10    	8     	2     	9     	
Vardas1581     Pavarde1581    10    	7     	5     	1     	3     	2     	8     	3     	1     	9     	10    	7     	9     	7     	9     	3     	
Vardas1582     Pavarde1582    2     	2     	9     	10    	4     	8     	9     	9     	2     	3     	9     	5     	1     	5     	2     	3     	
Vardas1583     Pavarde1583    5     	6     	1     	5     	5     	9     	3     	3     	7     	6     	6     	10    	1     	9     	5     	7     	
Vardas1584     Pavarde1584    4     	1     	5     	10    	8     	1     	6     	1     	8     	4     	9     	2     	10    	9     	3     	1     	
Vardas1585     Pavarde1585    1     	1     	10    	3     	7     	9     	1     	1     	3     	9     	4     	4     	5     	8     	6     	1     	
Vardas1586     Pavarde1586    8     	6     	9     	5     	2     	1     	9     	6     	2     	2     	7     	4     	5     	3     	9     	10    	
Vardas1587     Pavarde1587    3     	5     	3     	4     	8     	5     	2     	4     	9     	3     	10    	10    	6     	2     	8     	9     	
Vardas1588     Pavarde1588    2     	7     	4     	5     	2     	3     	3     	1     	1     	6     	8     	6     	2     	4     	2     	9     	
Vardas1589     Pavarde1589    9     	10    	9     	10    	3     	7     	5     	2     	8     	10    	6     	6     	4     	7     	4     	9     	
Vardas1590     Pavarde1590    4     	5     	2     	1     	9     	1     	9     	1     	1     	2     	8     	4     	3     	8     	6     	10    	
Vardas1591     Pavarde1591    2     	3     	5     	4     	1     	10    	10    	4     	6     	1     	9     	7     	9     	3     	1     	2     	
Vardas1592     Pavarde1592    2     	2     	4     	1     	7     	6     	8     	3     	1     	1     	8     	8     	10    	6     	2     	1     	
Vardas1593     Pavarde1593    3     	10    	4     	6     	2     	10    	4     	8     	1     	8     	10    	8     	1     	10    	2     	2     	
Vardas1594     Pavarde1594    8     	7     	3     	10    	3     	5     	6     	1     	7     	1     	8     	9     	1     	8     	3     	4     	
Vardas1595     Pavarde1595    4     	2     	10    	1     	2     	6     	7     	2     	7     	9     	8     	6     	8     	4     	10    	5     	
Vardas1596     Pavarde1596    3     	3     	8     	1     	2     	10    	2     	7     	1     	5     	1     	6     	7     	6     	9     	9     	
Vardas1597     Pavarde1597    10    	5     	1     	5     	3     	6     	5     	1     	9     	4     	4     	3     	8     	2     	1     	3     	
Vardas1598     Pavarde1598    8     	4     	4     	9     	2     	3     	10    	7     	7     	6     	6     	6     	7     	5     	7     	6     	
Vardas1599     Pavarde1599    9     	9     	2     	3     	5     	3     	10    	9     	1     	7     	3     	2     	2     	8     	9     	3     	
Vardas1600     Pavarde1600    10    	4     	4     	9     	4     	10    	6     	5     	4     	2     	7     	9     	3     	5     	4     	7     	
Vardas1601     Pavarde1601    1     	3     	9     	2     	7     	8     	4     	1     	10    	4     	9     	2     	7     	2     	8     	10    	
Vardas1602     Pavarde1602    5     	6     	8     	5     	3     	6     	4     	7     	4     	2     	4     	7     	2     	2     	9     	10    	
Vardas1603     Pavarde1603    3     	2     	7     	4     	5     	3     	1     	1     	6     	7     	6     	9     	1     	10    	9     	2     	
Vardas1604     Pavarde1604    4     	7     	7     	4     	1     	5     	6     	3     	2     	6     	1     	4     	5     	4     	6     	2     	
Vardas1605     Pavarde1605    10    	4     	6     	3     	3     	8     	4     	9     	9     	8     	10    	9     	9     	5     	3     	5     	
Vardas1606     Pavarde1606    2     	8     	4     	8     	6     	7     	10    	2     	1     	10    	9     	9     	3     	7     	3     	10    	
Vardas1607     Pavarde1607    9     	8     	8     	8     	4     	3     	5     	10    	9     	1     	1     	8     	6     	1     	8     	1     	
Vardas1608     Pavarde1608    8     	6     	2     	4     	10    	10    	9     	5     	7     	1     	8     	6     	9     	4     	8     	4     	
Vardas1609     Pavarde1609    3     	2     	8     	2     	2     	5     	5     	9     	8     	10    	1     	4     	9     	10    	8     	7     	
Vardas1610     Pavarde1610    2     	7     	1     	9     	9     	7     	1     	2     	6     	7     	9     	1     	8     	3     	3     	9     	
Vardas1611     Pavarde1611    5     	6     	4     	10    	1     	2     	5     	1     	4     	5     	8     	6     	1     	3     	9     	9     	
Vardas1612     Pavarde1612    2     	6     	9     	10    	6     	1     	5     	2     	2     	1     	1     	5     	8     	7     	4     	10    	
Vardas1613     Pavarde1613    10    	10    	7     	9     	2     	10    	5     	1     	1     	8     	2     	4     	4     	8     	1     	3     	
Vardas1614     Pavarde1614    9     	1     	10    	1     	8     	7     	4     	8     	5     	3     	2     	7     	1     	2     	6     	4     	
Vardas1615     Pavarde1615    8     	8     	10    	1     	4     	4     	5     	4     	7     	2     	2     	5     	4     	9     	6     	1     	
Vardas1616     Pavarde1616    7     	8     	2     	1     	9     	4     	7     	7     	1     	1     	7     	3     	7     	4     	10    	4     	
Vardas1617     Pavarde1617    4     	8     	10    	1     	5     	5     	7     	1     	7     	2     	1     	2     	9     	3     	1     	8     	
Vardas1618     Pavarde1618    10    	8     	8     	2     	1     	5     	6     	7     	5     	6     	2     	8     	10    	9     	10    	6     	
Vardas1619     Pavarde1619    4     	9     	6     	9     	10    	10    	2     	2     	1     	7     	3     	2     	8     	8     	10    	3     	
Vardas1620     Pavarde1620    4     	7     	2     	7     	10    	8     	3     	5     	4     	6     	2     	8     	7     	10    	1     	8     	
Vardas1621     Pavarde1621    6     	9     	7     	1     	7     	5     	8     	9     	8     	7     	1     	7     	10    	6     	10    	5     	
Vardas1622     Pavarde1622    8     	5     	1     	10    	4     	7     	3     	4     	9     	10    	3     	9     	10    	9     	10    	5     	
Vardas1623     Pavarde1623    4     	10    	3     	2     	3     	2     	4     	6     	4     	4     	6     	10    	4     	10    	1     	1     	
Vardas1624     Pavarde1624    3     	6     	7     	9     	7     	7     	8     	1     	4     	8     	4     	6     	6     	9     	1     	8     	
Vardas1625     Pavarde1625    3     	4     	6     	8     	10    	7     	7     	4     	9     	6     	3     	5     	1     	9     	8     	5     	
Vardas1626     Pavarde1626    10    	9     	3     	2     	6     	9     	4     	4     	4     	4     	2     	7     	2     	7     	9     	1     	
Vardas1627     Pavarde1627    10    	10    	10    	2     	7     	10    	10    	10    	8     	5     	2     	5     	6     	10    	6     	9     	
Vardas1628     Pavarde1628    9     	3     	5     	8     	6     	6     	2     	8     	4     	3     	10    	6     	8     	8     	2     	8     	
Vardas1629     Pavarde1629    5     	3     	5     	3     	3     	3     	5     	6     	10    	8     	7     	4     	10    	8     	9     	9     	
Vardas1630     Pavarde1630    5     	9     	2     	6     	10    	3     	4     	7     	7     	6     	7     	3     	9     	7     	8     	4     	
Vardas1631     Pavarde1631    4     	5     	8     	7     	3     	5     	8     	4     	1     	8     	4     	8     	3     	10    	4     	1     	
Vardas1632     Pavarde1632    1     	3     	3     	10    	8     	6     	5     	5     	5     	7     	2     	4     	8     	7     	9     	1     	
Vardas1633     Pavarde1633    1     	8     	4     	4     	5     	6     	10    	10    	4     	3     	9     	6     	3     	4     	4     	10    	
Vardas1634     Pavarde1634    1     	10    	10    	10    	6     	8     	9     	1     	3     	9     	10    	5     	4     	2     	6     	6     	
Vardas1635     Pavarde1635    2     	6     	10    	9     	3     	4     	10    	5     	9     	1     	10    	5     	3     	2     	3     	9     	
Vardas1636     Pavarde1636    10    	7     	8     	9     	7     	10    	3     	8     	5     	4     	9     	7     	3     	6     	10    	8     	
Vardas1637     Pavarde1637    10    	2     	5     	1     	7     	4     	5     	4     	1     	2     	1     	6     	5     	6     	2     	3     	
Vardas1638     Pavarde1638    10    	10    	9     	10    	1     	9     	2     	7     	5     	1     	3     	10    	5     	4     	6     	4     	
Vardas1639     Pavarde1639    5     	10    	2     	7     	7     	8     	1     	2     	7     	6     	2     	3     	6     	5     	1     	8     	
Vardas1640     Pavarde1640    5     	4     	9     	8     	9     	8     	1     	2     	9     	5     	1     	4     	7     	4     	2     	8     	
Vardas1641     Pavarde1641    10    	1     	7     	7     	6     	2     	2     	10    	9     	4     	5     	4     	9     	5     	5     	3     	
Vardas1642     Pavarde1642    7     	5     	2     	5     	5     	9     	7     	10    	8     	7     	7     	3     	4     	7     	1     	1     	
Vardas1643     Pavarde1643    10    	9     	4     	5     	10    	6     	2     	9     	1     	6     	6     	7     	3     	1     	4     	8     	
Vardas1644     Pavarde1644    1     	7     	2     	6     	3     	4     	9     	6     	2     	4     	9     	6     	8     	4     	4     	7     	
Vardas1645     Pavarde1645    10    	5     	9     	4     	1     	10    	2     	4     	4     	2     	5     	4     	10    	7     	9     	1     	
Vardas1646     Pavarde1646    1     	5     	3     	6     	4     	10    	4     	7     	6     	4     	2     	2     	1     	2     	7     	6     	
Vardas1647     Pavarde1647    1     	1     	1     	9     	2     	8     	3     	3     	4     	5     	2     	10    	7     	9     	4     	10    	
Vardas1648     Pavarde1648    9     	7     	4     	8     	4     	10    	4     	6     	2     	7     	2     	1     	9     	3     	9     	7     	
Vardas1649     Pavarde1649    9     	9     	4     	5     	1     	1     	4     	4     	3     	2     	5     	1     	9     	6     	10    	8     	
Vardas1650     Pavarde1650    3     	3     	4     	8     	6     	1     	9     	4     	2     	7     	3     	6     	10    	5     	8     	8     	
Vardas1651     Pavarde1651    9     	1     	7     	1     	2     	9     	3     	6     	9     	7     	2     	5     	1     	7     	4     	7     	
Vardas1652     Pavarde1652    7     	5     	1     	4     	5     	6     	10    	7     	10    	1     	4     	1     	1     	8     	9     	6     	
Vardas1653     Pavarde1653    9     	10    	10    	3     	1     	1     	10    	1     	4     	4     	6     	9     	6     	7     	6     	10    	
Vardas1654     Pavarde1654    10    	5     	2     	9     	7     	10    	3     	3     	2     	3     	3     	9     	6     	4     	7     	8     	
Vardas1655     Pavarde1655    4     	2     	2     	2     	5     	5     	9     	9     	5     	10    	3     	10    	7     	3     	6     	10    	
Vardas1656     Pavarde1656    7     	1     	10    	7     	9     	3     	5     	7     	4     	5     	10    	7     	2     	5     	6     	6     	
Vardas1657     Pavarde1657    5     	2     	4     	7     	1     	1     	3     	5     	7     	3     	3     	8     	6     	3     	4     	8     	
Vardas1658     Pavarde1658    4     	9     	7     	3     	10    	7     	10    	6     	5     	5     	5     	3     	3     	5     	8     	2     	
Vardas1659     Pavarde1659    5     	6     	3     	2     	1     	2     	3     	1     	2     	2     	1     	3     	3     	7     	7     	10    	
Vardas1660     Pavarde1660    7     	2     	8     	6     	9     	9     	7     	7     	6     	1     	5     	4     	7     	3     	8     	2     	
Vardas1661     Pavarde1661    3     	6     	7     	9     	1     	3     	9     	2     	7     	2     	1     	1     	3     	2     	6     	6     	
Vardas1662     Pavarde1662    8     	1     	1     	10    	2     	2     	8     	10    	2     	2     	1     	9     	5     	6     	9     	4     	
Vardas1663     Pavarde1663    4     	3     	5     	4     	6     	6     	4     	4     	7     	10    	2     	1     	5     	2     	5     	4     	
Vardas1664     Pavarde1664    10    	9     	6     	4     	5     	6     	4     	2     	4     	3     	7     	7     	7     	4     	5     	9     	
Vardas1665     Pavarde1665    6     	8     	6     	10    	10    	3     	7     	1     	8     	1     	2     	1     	2     	3     	6     	9     	
Vardas1666     Pavarde1666    5     	8     	4     	4     	10    	9     	2     	8     	5     	6     	6     	4     	5     	8     	6     	2     	
Vardas1667     Pavarde1667    6     	5     	5     	9     	5     	6     	2     	2     	2     	5     	7     	1     	3     	10    	4     	6     	
