Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas672      Pavarde672     5     	3     	6     	2     	5     	5     	7     	6     	7     	3     	9     	2     	4     	10    	5     	4     	
Vardas673      Pavarde673     10    	8     	6     	10    	4     	10    	6     	1     	2     	10    	2     	4     	5     	3     	5     	6     	
Vardas674      Pavarde674     8     	3     	1     	1     	5     	2     	7     	1     	9     	6     	7     	6     	4     	9     	8     	6     	
Vardas675      Pavarde675     4     	5     	7     	3     	8     	7     	6     	9     	4     	4     	9     	5     	7     	4     	7     	10    	
Vardas676      Pavarde676     7     	5     	8     	6     	9     	4     	5     	3     	6     	1     	8     	5     	5     	3     	7     	8     	
Vardas677      Pavarde677     3     	4     	10    	2     	9     	4     	7     	6     	6     	6     	5     	10    	2     	1     	1     	4     	
Vardas678      Pavarde678     7     	3     	3     	6     	7     	4     	1     	2     	8     	3     	7     	8     	3     	3     	3     	1     	
Vardas679      Pavarde679     10    	8     	8     	7     	7     	5     	4     	5     	10    	4     	6     	4     	5     	1     	4     	1     	
Vardas680      Pavarde680     2     	6     	1     	6     	10    	7     	4     	5     	6     	2     	10    	2     	3     	4     	9     	1     	
Vardas681      Pavarde681     5     	9     	2     	5     	5     	1     	4     	6     	3     	5     	6     	3     	1     	8     	4     	7     	
Vardas682      Pavarde682     2     	1     	6     	8     	7     	5     	8     	5     	6     	1     	3     	10    	1     	10    	10    	8     	
Vardas683      Pavarde683     10    	8     	10    	8     	9     	6     	9     	7     	3     	10    	9     	10    	1     	8     	3     	3     	
Vardas684      Pavarde684     3     	2     	2     	9     	1     	9     	1     	1     	7     	7     	9     	8     	1     	6     	5     	3     	
Vardas685      Pavarde685     7     	4     	5     	2     	1     	1     	10    	1     	3     	8     	10    	3     	6     	8     	8     	9     	
Vardas686      Pavarde686     1     	8     	10    	7     	4     	9     	1     	1     	10    	8     	2     	1     	5     	3     	7     	2     	
Vardas687      Pavarde687     4     	7     	7     	9     	9     	9     	5     	1     	8     	10    	2     	7     	3     	5     	8     	4     	
Vardas688      Pavarde688     4     	8     	4     	10    	2     	7     	1     	8     	7     	8     	5     	8     	7     	8     	9     	10    	
Vardas689      Pavarde689     6     	3     	4     	10    	3     	9     	6     	6     	1     	1     	2     	5     	9     	8     	5     	3     	
Vardas690      Pavarde690     1     	8     	9     	2     	2     	7     	5     	7     	3     	2     	2     	9     	9     	7     	5     	1     	
Vardas691      Pavarde691     7     	4     	7     	4     	8     	1     	4     	9     	2     	5     	6     	9     	8     	8     	6     	7     	
Vardas692      Pavarde692     3     	6     	3     	5     	1     	7     	9     	2     	8     	5     	3     	5     	7     	5     	4     	7     	
Vardas693      Pavarde693     5     	4     	6     	6     	9     	1     	8     	8     	10    	3     	8     	9     	8     	6     	9     	8     	
Vardas694      Pavarde694     7     	7     	3     	2     	2     	8     	1     	3     	3     	8     	5     	3     	3     	5     	9     	10    	
Vardas695      Pavarde695     9     	3     	3     	4     	7     	6     	4     	6     	6     	6     	8     	1     	1     	3     	2     	5     	
Vardas696      Pavarde696     4     	1     	6     	6     	3     	2     	4     	7     	8     	7     	3     	7     	7     	8     	2     	4     	
Vardas697      Pavarde697     4     	10    	6     	8     	9     	10    	10    	4     	8     	8     	1     	1     	10    	4     	7     	3     	
Vardas698      Pavarde698     1     	1     	4     	4     	8     	2     	9     	6     	8     	3     	10    	9     	4     	2     	9     	1     	
Vardas699      Pavarde699     5     	4     	3     	10    	5     	8     	6     	1     	4     	4     	9     	7     	6     	7     	6     	3     	
Vardas700      Pavarde700     7     	8     	10    	4     	7     	10    	5     	5     	9     	9     	6     	4     	8     	4     	10    	4     	
Vardas701      Pavarde701     6     	3     	5     	3     	10    	8     	5     	9     	7     	8     	3     	6     	9     	1     	4     	5     	
Vardas702      Pavarde702     6     	4     	7     	6     	8     	1     	4     	6     	10    	9     	1     	9     	1     	5     	10    	1     	
Vardas703      Pavarde703     8     	5     	6     	6     	9     	10    	10    	1     	4     	1     	1     	10    	7     	5     	5     	3     	
Vardas704      Pavarde704     4     	6     	7     	10    	3     	9     	1     	9     	6     	2     	1     	10    	5     	9     	8     	6     	
Vardas705      Pavarde705     9     	8     	8     	8     	7     	10    	3     	3     	7     	6     	4     	9     	1     	5     	8     	8     	
Vardas706      Pavarde706     8     	6     	1     	2     	7     	2     	4     	7     	2     	8     	1     	4     	6     	5     	4     	9     	
Vardas707      Pavarde707     9     	4     	8     	10    	5     	4     	3     	6     	1     	8     	9     	6     	5     	10    	1     	3     	
Vardas708      Pavarde708     9     	7     	4     	10    	3     	10    	1     	1     	1     	2     	10    	9     	5     	10    	2     	9     	
Vardas709      Pavarde709     1     	10    	2     	4     	1     	10    	6     	4     	9     	9     	6     	10    	10    	8     	5     	3     	
Vardas710      Pavarde710     6     	5     	8     	7     	10    	6     	4     	1     	8     	6     	10    	7     	7     	5     	9     	2     	
Vardas711      Pavarde711     8     	7     	7     	4     	5     	10    	10    	1     	9     	9     	5     	5     	3     	4     	10    	9     	
Vardas712      Pavarde712     7     	10    	3     	5     	7     	2     	4     	7     	5     	2     	6     	7     	1     	3     	7     	1     	
Vardas713      Pavarde713     3     	8     	9     	7     	4     	6     	9     	6     	10    	9     	8     	10    	4     	1     	10    	6     	
Vardas714      Pavarde714     7     	7     	7     	10    	10    	1     	4     	8     	7     	7     	7     	8     	5     	3     	1     	8     	
Vardas715      Pavarde715     7     	4     	1     	2     	2     	6     	10    	4     	3     	8     	4     	6     	7     	1     	2     	4     	
Vardas716      Pavarde716     2     	6     	4     	8     	3     	2     	1     	4     	2     	1     	5     	9     	7     	7     	7     	1     	
Vardas717      Pavarde717     6     	8     	4     	6     	8     	2     	7     	8     	4     	5     	1     	9     	1     	5     	5     	7     	
Vardas718      Pavarde718     1     	4     	6     	10    	6     	8     	10    	1     	3     	9     	6     	1     	5     	7     	10    	9     	
Vardas719      Pavarde719     7     	5     	4     	1     	8     	3     	4     	2     	5     	10    	10    	6     	9     	6     	4     	9     	
Vardas720      Pavarde720     1     	3     	7     	1     	2     	7     	5     	5     	7     	5     	6     	7     	5     	10    	3     	10    	
Vardas721      Pavarde721     6     	2     	10    	9     	9     	2     	1     	9     	10    	4     	5     	8     	7     	7     	5     	9     	
Vardas722      Pavarde722     3     	7     	7     	10    	5     	9     	7     	10    	2     	6     	9     	1     	9     	2     	7     	9     	
Vardas723      Pavarde723     1     	2     	1     	9     	8     	10    	3     	4     	8     	5     	10    	1     	5     	1     	2     	6     	
Vardas724      Pavarde724     1     	5     	2     	8     	5     	7     	8     	7     	5     	10    	1     	3     	4     	4     	4     	10    	
Vardas725      Pavarde725     1     	5     	3     	5     	4     	10    	6     	7     	1     	8     	6     	2     	1     	7     	1     	9     	
Vardas726      Pavarde726     4     	1     	9     	8     	2     	8     	9     	1     	5     	1     	7     	1     	8     	2     	3     	3     	
Vardas727      Pavarde727     10    	2     	3     	1     	3     	7     	8     	3     	10    	1     	2     	9     	9     	5     	10    	7     	
Vardas728      Pavarde728     3     	8     	9     	10    	1     	2     	10    	7     	3     	2     	3     	5     	8     	4     	5     	3     	
Vardas729      Pavarde729     8     	8     	10    	1     	8     	3     	9     	1     	2     	4     	10    	2     	8     	3     	1     	3     	
Vardas730      Pavarde730     1     	5     	4     	10    	7     	6     	3     	7     	10    	4     	10    	3     	2     	8     	9     	10    	
Vardas731      Pavarde731     1     	7     	1     	7     	4     	9     	6     	6     	8     	8     	3     	7     	1     	4     	6     	7     	
Vardas732      Pavarde732     8     	4     	5     	5     	7     	8     	3     	9     	4     	3     	6     	7     	2     	7     	3     	8     	
Vardas733      Pavarde733     6     	8     	9     	3     	3     	4     	7     	4     	10    	1     	1     	2     	7     	2     	4     	7     	
Vardas734      Pavarde734     6     	10    	1     	6     	7     	1     	9     	3     	8     	4     	8     	2     	1     	2     	7     	1     	
Vardas735      Pavarde735     3     	4     	7     	3     	2     	7     	10    	10    	1     	5     	2     	8     	2     	8     	9     	2     	
Vardas736      Pavarde736     7     	2     	8     	3     	1     	8     	6     	4     	7     	4     	5     	8     	9     	8     	4     	8     	
Vardas737      Pavarde737     3     	5     	9     	5     	3     	10    	6     	7     	6     	7     	8     	2     	10    	5     	3     	8     	
Vardas738      Pavarde738     8     	3     	6     	2     	10    	5     	6     	2     	7     	4     	2     	8     	8     	6     	5     	3     	
Vardas739      Pavarde739     9     	4     	5     	9     	1     	1     	10    	10    	9     	7     	1     	1     	6     	8     	10    	8     	
Vardas740      Pavarde740     9     	10    	9     	7     	4     	5     	10    	5     	1     	8     	8     	4     	3     	5     	10    	4     	
Vardas741      Pavarde741     3     	9     	4     	2     	3     	6     	6     	1     	2     	10    	2     	1     	5     	7     	9     	1     	
Vardas742      Pavarde742     7     	5     	5     	3     	2     	5     	4     	2     	4     	7     	10    	5     	5     	1     	4     	8     	
Vardas743      Pavarde743     8     	8     	6     	8     	7     	7     	7     	9     	2     	7     	8     	8     	3     	7     	2     	1     	
Vardas744      Pavarde744     1     	4     	2     	8     	8     	1     	10    	5     	10    	10    	4     	2     	7     	9     	3     	10    	
Vardas745      Pavarde745     5     	7     	1     	5     	3     	7     	8     	6     	3     	1     	8     	8     	8     	8     	7     	10    	
Vardas746      Pavarde746     2     	5     	10    	3     	5     	10    	4     	9     	9     	3     	9     	4     	1     	10    	3     	7     	
Vardas747      Pavarde747     6     	9     	5     	7     	8     	6     	6     	7     	4     	2     	6     	5     	6     	9     	3     	10    	
Vardas748      Pavarde748     3     	5     	8     	8     	8     	5     	8     	7     	7     	1     	8     	5     	7     	6     	4     	4     	
Vardas749      Pavarde749     9     	7     	7     	7     	1     	2     	2     	7     	9     	10    	3     	2     	10    	9     	10    	10    	
Vardas750      Pavarde750     7     	7     	4     	4     	1     	2     	3     	2     	2     	2     	8     	9     	5     	8     	8     	7     	
Vardas751      Pavarde751     3     	2     	1     	10    	3     	5     	9     	6     	6     	1     	6     	9     	9     	2     	4     	3     	
Vardas752      Pavarde752     2     	10    	3     	8     	6     	3     	2     	7     	8     	5     	9     	2     	3     	9     	1     	5     	
Vardas753      Pavarde753     10    	6     	9     	3     	6     	4     	4     	5     	3     	4     	6     	6     	1     	8     	10    	7     	
Vardas754      Pavarde754     6     	7     	8     	5     	4     	5     	7     	5     	9     	7     	3     	10    	6     	9     	9     	2     	
Vardas755      Pavarde755     8     	6     	1     	6     	10    	5     	8     	7     	6     	2     	3     	5     	10    	3     	10    	9     	
Vardas756      Pavarde756     4     	4     	5     	4     	9     	7     	5     	9     	1     	3     	10    	9     	2     	4     	7     	6     	
Vardas757      Pavarde757     8     	7     	5     	7     	4     	6     	1     	2     	10    	6     	3     	4     	1     	4     	7     	7     	
Vardas758      Pavarde758     3     	10    	5     	4     	2     	8     	1     	10    	2     	9     	4     	8     	10    	8     	3     	7     	
Vardas759      Pavarde759     7     	7     	3     	9     	6     	6     	3     	3     	2     	9     	7     	7     	1     	1     	2     	2     	
Vardas760      Pavarde760     4     	3     	4     	6     	9     	7     	2     	1     	3     	2     	4     	5     	4     	2     	2     	4     	
Vardas761      Pavarde761     1     	1     	3     	9     	6     	2     	2     	10    	5     	5     	8     	8     	5     	3     	7     	7     	
Vardas762      Pavarde762     7     	4     	1     	3     	5     	5     	8     	5     	8     	7     	5     	4     	4     	2     	9     	6     	
Vardas763      Pavarde763     5     	3     	5     	3     	9     	1     	8     	1     	8     	5     	5     	4     	9     	7     	6     	3     	
Vardas764      Pavarde764     5     	2     	5     	5     	7     	3     	5     	5     	6     	2     	5     	9     	10    	8     	7     	9     	
Vardas765      Pavarde765     1     	2     	10    	4     	3     	6     	5     	9     	2     	10    	4     	10    	9     	6     	10    	7     	
Vardas766      Pavarde766     10    	6     	4     	4     	9     	5     	9     	1     	7     	3     	6     	2     	8     	3     	9     	6     	
Vardas767      Pavarde767     6     	4     	10    	2     	5     	7     	3     	3     	3     	8     	8     	2     	1     	9     	2     	8     	
Vardas768      Pavarde768     7     	2     	6     	7     	9     	5     	3     	1     	8     	5     	10    	6     	1     	5     	3     	1     	
Vardas769      Pavarde769     9     	4     	3     	3     	6     	9     	4     	4     	3     	10    	6     	5     	10    	4     	2     	8     	
Vardas770      Pavarde770     2     	4     	8     	6     	7     	6     	4     	5     	8     	4     	1     	9     	5     	5     	7     	8     	
Vardas771      Pavarde771     6     	6     	9     	3     	2     	5     	10    	4     	8     	4     	3     	7     	5     	5     	10    	8     	
Vardas772      Pavarde772     3     	9     	6     	5     	6     	10    	8     	6     	8     	4     	8     	10    	9     	6     	8     	2     	
Vardas773      Pavarde773     2     	4     	3     	6     	2     	9     	1     	5     	1     	8     	7     	8     	5     	2     	3     	8     	
Vardas774      Pavarde774     8     	5     	9     	10    	6     	7     	1     	3     	2     	8     	5     	1     	3     	5     	6     	6     	
Vardas775      Pavarde775     10    	5     	3     	7     	4     	9     	10    	6     	3     	10    	3     	6     	10    	7     	7     	7     	
Vardas776      Pavarde776     6     	10    	8     	5     	6     	8     	3     	10    	8     	10    	5     	1     	7     	4     	4     	8     	
Vardas777      Pavarde777     3     	6     	10    	4     	7     	9     	8     	9     	6     	4     	10    	5     	9     	7     	10    	6     	
Vardas778      Pavarde778     8     	3     	10    	6     	4     	7     	1     	3     	5     	7     	3     	9     	10    	2     	6     	4     	
Vardas779      Pavarde779     7     	4     	5     	4     	7     	3     	5     	8     	6     	1     	8     	9     	10    	10    	6     	1     	
Vardas780      Pavarde780     6     	3     	9     	2     	3     	3     	7     	9     	4     	2     	10    	9     	8     	10    	8     	6     	
Vardas781      Pavarde781     7     	7     	8     	3     	4     	7     	10    	8     	10    	7     	1     	2     	8     	8     	9     	4     	
Vardas782      Pavarde782     7     	4     	6     	3     	2     	8     	5     	7     	9     	2     	4     	1     	3     	10    	4     	10    	
Vardas783      Pavarde783     2     	3     	7     	8     	9     	2     	10    	9     	8     	7     	7     	2     	8     	3     	3     	2     	
Vardas784      Pavarde784     7     	5     	4     	7     	2     	9     	10    	5     	2     	5     	9     	8     	7     	4     	9     	6     	
Vardas785      Pavarde785     10    	3     	1     	8     	9     	6     	3     	5     	7     	5     	2     	8     	1     	3     	10    	4     	
Vardas786      Pavarde786     4     	9     	4     	4     	1     	1     	8     	7     	8     	3     	4     	6     	4     	7     	2     	3     	
Vardas787      Pavarde787     9     	2     	10    	6     	3     	7     	7     	10    	10    	10    	3     	1     	7     	6     	8     	3     	
Vardas788      Pavarde788     3     	4     	1     	7     	5     	4     	10    	8     	1     	8     	7     	10    	8     	5     	3     	9     	
Vardas789      Pavarde789     5     	6     	7     	1     	9     	10    	1     	4     	9     	9     	6     	4     	4     	2     	10    	5     	
Vardas790      Pavarde790     8     	1     	2     	4     	4     	1     	4     	5     	1     	3     	9     	9     	8     	3     	3     	9     	
Vardas791      Pavarde791     10    	8     	9     	4     	10    	7     	6     	5     	2     	8     	1     	7     	8     	2     	2     	2     	
Vardas792      Pavarde792     6     	5     	3     	1     	7     	1     	8     	3     	3     	4     	2     	10    	2     	1     	8     	2     	
Vardas793      Pavarde793     5     	5     	2     	8     	6     	3     	1     	1     	5     	6     	8     	2     	4     	1     	6     	7     	
Vardas794      Pavarde794     3     	4     	4     	9     	1     	9     	8     	8     	5     	9     	4     	1     	6     	9     	1     	4     	
Vardas795      Pavarde795     1     	7     	8     	3     	8     	5     	10    	5     	9     	10    	9     	9     	10    	10    	4     	9     	
Vardas796      Pavarde796     5     	10    	2     	6     	10    	8     	1     	1     	5     	5     	8     	6     	10    	2     	5     	9     	
Vardas797      Pavarde797     6     	2     	3     	6     	5     	3     	8     	5     	6     	1     	2     	10    	4     	8     	2     	1     	
Vardas798      Pavarde798     2     	2     	10    	3     	8     	3     	6     	6     	7     	10    	4     	5     	2     	9     	1     	5     	
Vardas799      Pavarde799     7     	10    	2     	10    	7     	5     	5     	10    	1     	6     	3     	2     	4     	7     	10    	4     	
Vardas800      Pavarde800     7     	9     	2     	5     	6     	8     	9     	2     	1     	7     	7     	4     	1     	10    	4     	2     	
Vardas801      Pavarde801     8     	9     	2     	3     	2     	4     	5     	10    	6     	10    	8     	3     	8     	3     	5     	7     	
Vardas802      Pavarde802     7     	10    	5     	9     	7     	6     	3     	6     	8     	3     	7     	10    	3     	4     	2     	4     	
Vardas803      Pavarde803     2     	6     	5     	10    	8     	6     	10    	10    	5     	5     	9     	3     	8     	4     	6     	2     	
Vardas804      Pavarde804     10    	5     	6     	2     	10    	5     	1     	6     	6     	8     	6     	2     	1     	1     	8     	9     	
Vardas805      Pavarde805     2     	9     	9     	7     	9     	3     	10    	2     	8     	1     	1     	6     	8     	4     	9     	6     	
Vardas806      Pavarde806     4     	10    	1     	1     	4     	1     	6     	5     	1     	10    	1     	5     	2     	4     	9     	7     	
Vardas807      Pavarde807     3     	7     	6     	3     	9     	6     	10    	2     	9     	10    	4     	9     	3     	6     	7     	2     	
Vardas808      Pavarde808     4     	1     	5     	6     	9     	2     	3     	7     	6     	3     	7     	8     	9     	10    	7     	4     	
Vardas809      Pavarde809     5     	3     	7     	7     	10    	6     	7     	1     	3     	7     	1     	6     	2     	10    	10    	3     	
Vardas810      Pavarde810     1     	1     	6     	2     	9     	10    	5     	7     	3     	4     	4     	5     	4     	3     	8     	4     	
Vardas811      Pavarde811     4     	4     	6     	4     	10    	10    	3     	4     	2     	6     	10    	1     	10    	4     	8     	4     	
Vardas812      Pavarde812     8     	4     	5     	4     	3     	9     	5     	6     	7     	5     	4     	4     	10    	1     	7     	5     	
Vardas813      Pavarde813     3     	4     	9     	6     	3     	6     	7     	2     	2     	8     	6     	10    	8     	9     	6     	8     	
Vardas814      Pavarde814     7     	6     	2     	8     	3     	4     	5     	1     	10    	8     	8     	10    	10    	3     	4     	6     	
Vardas815      Pavarde815     10    	1     	10    	4     	3     	9     	3     	7     	1     	9     	1     	2     	8     	6     	7     	9     	
Vardas816      Pavarde816     2     	1     	4     	2     	9     	3     	8     	1     	1     	7     	8     	9     	9     	10    	8     	3     	
Vardas817      Pavarde817     9     	7     	7     	4     	10    	10    	6     	9     	4     	5     	2     	5     	9     	8     	8     	3     	
Vardas818      Pavarde818     7     	6     	1     	9     	3     	9     	2     	4     	3     	2     	6     	2     	4     	5     	1     	2     	
Vardas819      Pavarde819     9     	7     	2     	9     	3     	6     	3     	5     	7     	10    	6     	10    	3     	6     	4     	9     	
Vardas820      Pavarde820     1     	3     	3     	7     	4     	5     	4     	3     	6     	2     	6     	3     	5     	6     	10    	3     	
Vardas821      Pavarde821     9     	8     	1     	7     	2     	10    	6     	7     	6     	9     	4     	3     	6     	10    	8     	9     	
Vardas822      Pavarde822     10    	3     	9     	3     	4     	1     	4     	2     	2     	4     	9     	7     	2     	7     	5     	3     	
Vardas823      Pavarde823     1     	9     	5     	5     	1     	7     	9     	4     	7     	4     	9     	9     	5     	7     	6     	10    	
Vardas824      Pavarde824     8     	5     	4     	6     	1     	3     	4     	6     	10    	3     	6     	10    	7     	8     	9     	1     	
Vardas825      Pavarde825     1     	2     	4     	8     	6     	2     	6     	6     	1     	9     	1     	6     	8     	6     	2     	4     	
Vardas826      Pavarde826     6     	7     	3     	3     	4     	3     	5     	7     	5     	6     	2     	7     	10    	3     	3     	5     	
Vardas827      Pavarde827     4     	4     	10    	5     	3     	8     	5     	4     	3     	10    	2     	4     	1     	2     	3     	9     	
Vardas828      Pavarde828     6     	8     	4     	8     	2     	9     	4     	5     	6     	8     	6     	9     	4     	2     	1     	10    	
Vardas829      Pavarde829     10    	2     	10    	7     	5     	4     	5     	3     	9     	8     	4     	1     	7     	10    	7     	7     	
Vardas830      Pavarde830     2     	9     	7     	2     	9     	1     	5     	6     	1     	10    	1     	2     	4     	1     	3     	9     	
Vardas831      Pavarde831     9     	2     	3     	9     	10    	5     	9     	9     	8     	4     	7     	9     	3     	1     	3     	5     	
Vardas832      Pavarde832     5     	7     	6     	4     	6     	8     	4     	9     	7     	10    	5     	2     	2     	5     	2     	6     	
Vardas833      Pavarde833     4     	2     	2     	7     	5     	8     	3     	4     	3     	5     	1     	9     	7     	10    	7     	8     	
Vardas834      Pavarde834     8     	2     	1     	10    	4     	5     	9     	8     	10    	3     	7     	5     	9     	6     	2     	10    	
Vardas835      Pavarde835     6     	6     	9     	10    	3     	1     	7     	2     	8     	6     	9     	2     	7     	8     	2     	3     	
Vardas836      Pavarde836     10    	9     	9     	3     	9     	9     	6     	5     	1     	3     	9     	8     	3     	3     	9     	5     	
Vardas837      Pavarde837     1     	10    	7     	3     	7     	8     	10    	3     	5     	3     	10    	10    	7     	4     	4     	3     	
Vardas838      Pavarde838     4     	10    	8     	6     	9     	8     	9     	9     	10    	9     	4     	5     	1     	8     	4     	9     	
Vardas839      Pavarde839     6     	8     	4     	2     	10    	10    	3     	4     	6     	7     	6     	4     	10    	4     	6     	3     	
Vardas840      Pavarde840     5     	5     	9     	1     	2     	1     	1     	6     	1     	10    	8     	7     	2     	8     	3     	10    	
Vardas841      Pavarde841     1     	4     	10    	4     	6     	9     	10    	2     	1     	8     	5     	6     	8     	6     	9     	7     	
Vardas842      Pavarde842     4     	9     	3     	8     	2     	7     	2     	10    	8     	5     	10    	4     	3     	5     	7     	10    	
Vardas843      Pavarde843     1     	4     	1     	7     	5     	7     	6     	7     	8     	3     	5     	5     	8     	7     	6     	5     	
Vardas844      Pavarde844     10    	9     	7     	5     	3     	7     	7     	1     	2     	3     	9     	8     	3     	2     	5     	2     	
Vardas845      Pavarde845     8     	10    	2     	4     	8     	8     	1     	2     	10    	1     	5     	4     	3     	2     	6     	6     	
Vardas846      Pavarde846     2     	9     	5     	7     	4     	10    	9     	10    	4     	3     	10    	4     	3     	10    	4     	5     	
Vardas847      Pavarde847     9     	5     	9     	1     	6     	6     	2     	7     	5     	5     	1     	5     	4     	5     	7     	7     	
Vardas848      Pavarde848     4     	7     	9     	8     	4     	4     	8     	3     	5     	3     	4     	5     	5     	10    	8     	5     	
Vardas849      Pavarde849     1     	9     	6     	9     	10    	4     	6     	9     	7     	4     	7     	9     	7     	2     	2     	3     	
Vardas850      Pavarde850     6     	1     	6     	10    	6     	2     	10    	3     	1     	4     	9     	6     	10    	9     	8     	7     	
Vardas851      Pavarde851     7     	10    	1     	6     	6     	8     	2     	5     	3     	6     	10    	2     	6     	6     	1     	1     	
Vardas852      Pavarde852     6     	1     	7     	9     	2     	2     	10    	6     	7     	2     	3     	3     	10    	7     	3     	8     	
Vardas853      Pavarde853     9     	6     	6     	5     	8     	2     	8     	1     	5     	10    	2     	8     	7     	7     	4     	8     	
Vardas854      Pavarde854     5     	10    	1     	1     	10    	2     	6     	1     	7     	6     	8     	5     	1     	6     	1     	4     	
Vardas855      Pavarde855     2     	5     	7     	9     	2     	2     	5     	2     	7     	3     	8     	4     	9     	5     	10    	10    	
Vardas856      Pavarde856     1     	8     	2     	9     	2     	1     	10    	5     	2     	5     	10    	6     	4     	4     	2     	9     	
Vardas857      Pavarde857     6     	4     	1     	10    	6     	5     	1     	6     	6     	7     	9     	4     	10    	7     	4     	6     	
Vardas858      Pavarde858     3     	8     	4     	10    	4     	5     	4     	5     	6     	5     	4     	4     	7     	9     	4     	7     	
Vardas859      Pavarde859     3     	2     	7     	4     	5     	1     	10    	2     	2     	9     	2     	7     	5     	5     	6     	7     	
Vardas860      Pavarde860     4     	9     	10    	5     	6     	7     	10    	7     	6     	1     	4     	5     	6     	4     	2     	9     	
Vardas861      Pavarde861     8     	5     	5     	2     	6     	2     	10    	3     	3     	8     	8     	5     	10    	1     	5     	6     	
Vardas862      Pavarde862     5     	1     	10    	1     	6     	10    	8     	4     	8     	2     	4     	9     	1     	3     	7     	8     	
Vardas863      Pavarde863     10    	1     	7     	4     	9     	5     	2     	7     	9     	1     	5     	7     	3     	9     	1     	4     	
Vardas864      Pavarde864     7     	5     	6     	7     	8     	5     	4     	8     	5     	2     	1     	4     	9     	10    	7     	2     	
Vardas865      Pavarde865     9     	5     	2     	4     	2     	9     	8     	5     	9     	9     	1     	4     	3     	4     	5     	9     	
Vardas866      Pavarde866     7     	1     	2     	4     	2     	2     	4     	10    	2     	5     	7     	6     	4     	7     	6     	6     	
Vardas867      Pavarde867     1     	7     	9     	6     	7     	2     	7     	8     	9     	7     	7     	9     	3     	8     	9     	2     	
Vardas868      Pavarde868     3     	6     	2     	2     	2     	5     	1     	6     	7     	9     	10    	4     	5     	3     	9     	6     	
Vardas869      Pavarde869     7     	5     	2     	8     	4     	7     	6     	7     	8     	5     	4     	1     	9     	1     	5     	10    	
Vardas870      Pavarde870     8     	9     	6     	6     	10    	3     	7     	2     	8     	9     	5     	4     	5     	2     	10    	10    	
Vardas871      Pavarde871     7     	4     	6     	2     	6     	3     	2     	10    	1     	8     	3     	10    	5     	6     	2     	7     	
Vardas872      Pavarde872     4     	10    	6     	5     	4     	2     	8     	8     	6     	5     	10    	6     	10    	9     	3     	1     	
Vardas873      Pavarde873     4     	7     	4     	7     	6     	1     	9     	7     	7     	2     	3     	4     	3     	8     	9     	5     	
Vardas874      Pavarde874     1     	6     	2     	4     	3     	7     	3     	9     	9     	5     	7     	8     	8     	7     	6     	7     	
Vardas875      Pavarde875     8     	7     	5     	5     	2     	9     	4     	6     	8     	9     	1     	10    	10    	1     	9     	8     	
Vardas876      Pavarde876     10    	8     	5     	10    	7     	1     	8     	2     	9     	7     	9     	5     	3     	3     	9     	3     	
Vardas877      Pavarde877     7     	4     	2     	9     	8     	5     	3     	10    	7     	3     	3     	6     	1     	7     	7     	3     	
Vardas878      Pavarde878     6     	7     	4     	8     	5     	5     	1     	10    	5     	3     	2     	2     	10    	3     	5     	3     	
Vardas879      Pavarde879     9     	6     	7     	6     	1     	9     	4     	1     	10    	4     	3     	9     	5     	8     	10    	9     	
Vardas880      Pavarde880     7     	7     	1     	6     	7     	8     	5     	2     	2     	1     	8     	5     	2     	9     	1     	9     	
Vardas881      Pavarde881     6     	5     	1     	2     	7     	9     	8     	9     	7     	10    	1     	4     	1     	10    	8     	4     	
Vardas882      Pavarde882     5     	9     	1     	8     	8     	1     	10    	10    	7     	1     	1     	2     	10    	3     	9     	7     	
Vardas883      Pavarde883     9     	5     	10    	6     	7     	5     	6     	9     	7     	2     	2     	3     	5     	10    	10    	6     	
Vardas884      Pavarde884     1     	3     	9     	1     	8     	1     	2     	10    	5     	10    	3     	9     	8     	2     	10    	2     	
Vardas885      Pavarde885     4     	9     	1     	2     	9     	8     	2     	6     	5     	6     	4     	6     	4     	5     	9     	1     	
Vardas886      Pavarde886     7     	8     	3     	7     	4     	6     	8     	1     	4     	6     	6     	8     	1     	5     	3     	3     	
Vardas887      Pavarde887     9     	6     	7     	2     	3     	8     	6     	10    	8     	4     	8     	3     	1     	6     	10    	7     	
Vardas888      Pavarde888     6     	2     	8     	1     	4     	3     	6     	7     	2     	5     	3     	9     	4     	2     	6     	3     	
Vardas889      Pavarde889     3     	5     	4     	4     	5     	7     	9     	8     	1     	4     	4     	6     	1     	5     	5     	8     	
Vardas890      Pavarde890     4     	4     	4     	9     	4     	5     	10    	2     	7     	2     	9     	7     	7     	4     	6     	9     	
Vardas891      Pavarde891     6     	1     	1     	4     	7     	8     	5     	10    	7     	8     	8     	5     	1     	1     	5     	1     	
Vardas892      Pavarde892     4     	8     	7     	9     	10    	1     	1     	4     	9     	9     	4     	6     	8     	1     	1     	2     	
Vardas893      Pavarde893     4     	5     	9     	5     	7     	2     	6     	10    	8     	6     	1     	5     	7     	10    	9     	10    	
Vardas894      Pavarde894     3     	9     	2     	10    	9     	7     	8     	2     	3     	7     	3     	9     	6     	6     	6     	10    	
Vardas895      Pavarde895     9     	3     	6     	1     	7     	7     	5     	4     	4     	6     	2     	6     	1     	10    	10    	5     	
